Particle ID,Area (ABD),Area (Filled),Aspect Ratio,Calibration Factor,Calibration Image,Camera,Capture X,Capture Y,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter,Convexity,Date,Diameter (ABD),Diameter (ESD),Diameter (FD),Edge Gradient,Elapsed Time,Elongation,Feret Angle Max,Feret Angle Min,Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Image File,Image Height,Image Width,Image X,Image Y,Intensity,Length,Original Reference ID,Particles Per Chain,Perimeter,Roughness,Sigma Intensity,Source Image,Sphere Complement,Sphere Count,Sphere Unknown,Sphere Volume,Sum Intensity,Symmetry,Time,Timestamp,Transparency,Volume (ABD),Volume (ESD),Width
76,18754.0909,18754.0909,0.3496,9.3032,1,1,121,1754,0.1606,0.2797,0.3009,3.5752,895.4404,0.6050,2021-10-21,154.5265,265.3998,154.5265,106.8796,4.2660,9.1221,-85.0000,0.0000,0.4305,0.6991,0.0000,0.1096,525.6706,57.6261,294-032502 st2 4 juni 2021 50 m halv_000001.tif,47,23,743,935,51.8400,367.4764,ECB6B1DA-3A62-4763-9B1C-6C1F5EB54695,1,1166.5934,1.3028,17.5468,37,0.0000,0,0.0000,0.0000,18144.0000,0.1312,05:26:21,2021-10-21T05:26:21.647,0.4178,1.932003e+06,9.788148e+06,134.8964
77,28575.8005,28575.8005,0.7704,9.3032,1,1,836,1749,0.5190,0.5092,0.8219,1.9640,811.8103,0.8245,2021-10-21,190.7455,239.0401,190.7455,159.7708,4.2660,3.9148,50.0000,-70.0000,0.4862,0.6729,0.0000,0.2554,407.8752,104.1883,294-032502 st2 4 juni 2021 50 m halv_000001.tif,34,33,768,935,38.5927,274.4444,42457E17-D3C1-49AC-8F46-B7BAC80D66FA,1,1024.1270,1.2615,23.7273,37,0.0000,0,0.0000,0.0000,18949.0000,0.2936,05:26:21,2021-10-21T05:26:21.647,0.2020,3.633803e+06,7.151730e+06,200.0188
78,43843.9856,44947.8522,0.3105,9.3032,1,1,364,1691,0.0000,0.2106,0.2397,4.7489,1787.0591,0.3484,2021-10-21,236.2708,549.6638,239.2266,117.1813,4.2660,12.8413,-80.0000,20.0000,0.1492,0.8702,0.0000,0.0779,892.6800,69.5165,294-032502 st2 4 juni 2021 50 m halv_000001.tif,93,47,803,935,54.9416,776.8172,5633D658-16AA-4E81-B858-C7377C73409A,4,1924.3930,1.0768,19.4439,37,0.0000,0,0.0000,0.0000,38569.0000,0.3105,05:26:21,2021-10-21T05:26:21.647,0.5702,6.906036e+06,8.695407e+07,311.6572
79,66550.0253,66550.0253,0.4407,9.3032,1,1,219,1541,0.1967,0.3056,0.6237,3.2720,1293.7886,0.7627,2021-10-21,291.0913,392.8016,291.0913,140.4734,4.2660,8.1565,-25.0000,60.0000,0.6321,0.6127,0.0000,0.1226,842.7225,103.3185,294-032502 st2 4 juni 2021 50 m halv_000001.tif,43,61,852,935,34.8002,516.3276,98DCB8C6-2BA5-440C-8629-B6477D84940E,1,1892.0820,1.4624,21.9411,37,0.0000,0,0.0000,0.0000,35009.0000,0.1087,05:26:21,2021-10-21T05:26:21.647,0.2589,1.291475e+07,3.173352e+07,274.4444
80,196473.9029,196473.9029,0.3534,9.3032,1,1,267,1416,0.0000,0.1008,0.2279,9.9204,3760.5628,0.2604,2021-10-21,500.1583,1176.8548,500.1583,113.2825,4.2660,29.1314,-50.0000,30.0000,0.7807,0.5616,0.0000,0.0343,2592.6473,88.9982,294-032502 st2 4 juni 2021 50 m halv_000001.tif,144,128,915,935,42.9295,1455.9508,B973E310-9315-4B40-B9B0-62175B554EBB,7,5363.2911,1.4262,22.4941,37,0.0000,0,0.0000,0.0000,114450.0000,0.0724,05:26:21,2021-10-21T05:26:21.647,0.5750,6.551204e+07,8.534288e+08,934.9716
81,20670.8256,20670.8256,0.2960,9.3032,1,1,814,1207,0.0000,0.4485,0.2431,2.2296,1092.7408,0.5265,2021-10-21,162.2310,329.2300,162.2310,231.4659,4.2660,4.7960,35.0000,-45.0000,0.0000,1.1626,0.0000,0.2085,396.1120,82.5921,294-032502 st2 4 juni 2021 50 m halv_000001.tif,44,49,1045,935,37.0185,460.5084,489D79F6-E2B7-4F9C-B17B-34B099E77D54,2,957.4081,0.8762,22.1610,37,0.0000,0,0.0000,0.0000,13993.0000,0.1711,05:26:21,2021-10-21T05:26:21.647,0.5072,2.235633e+06,1.868516e+07,134.8964
82,100276.7082,100276.7082,0.4913,9.3032,1,1,623,1139,0.4131,0.6584,0.7774,1.5188,1371.6359,0.9548,2021-10-21,357.3182,418.6440,357.3182,198.7310,4.2660,2.3449,60.0000,-20.0000,0.0000,1.0046,0.0000,0.4265,541.7235,231.0230,294-032502 st2 4 juni 2021 50 m halv_000001.tif,60,43,1096,935,25.9454,544.2372,FBF0A692-D8BC-4B5F-ADD3-29BBC966E220,1,1545.4932,1.1268,18.7723,37,0.0000,0,0.0000,0.0000,37517.0000,0.6329,05:26:21,2021-10-21T05:26:21.647,0.1465,2.388713e+07,3.841787e+07,265.1412
83,62321.3894,62321.3894,0.6035,9.3032,1,1,476,798,0.0395,0.1786,0.5718,5.5996,1761.8112,0.4657,2021-10-21,281.6914,541.6528,281.6914,91.6089,4.2660,15.5274,-60.0000,40.0000,0.8264,0.5475,0.0000,0.0644,1129.9085,72.7688,294-032502 st2 4 juni 2021 50 m halv_000001.tif,64,66,0,1179,48.4200,618.6628,FF1DB524-869D-4FD2-BA83-F53912B8A938,1,2405.3545,1.3653,25.9232,37,0.0000,0,0.0000,0.0000,45999.0000,0.2152,05:26:21,2021-10-21T05:26:21.647,0.4799,1.170360e+07,8.320732e+07,469.8116
84,152128.1605,152128.1605,0.7215,9.3032,1,1,927,689,0.3013,0.4405,0.8390,2.2704,1748.3960,0.8027,2021-10-21,440.1086,536.7425,440.1086,202.6977,4.2660,4.9297,-55.0000,70.0000,0.6310,0.6131,0.0000,0.2029,948.3678,192.3794,294-032502 st2 4 juni 2021 50 m halv_000001.tif,63,66,68,1179,24.2106,581.4500,E6710D59-E0A2-478C-9DE5-819971800C0E,1,2281.4944,1.3049,19.8951,37,0.0000,0,0.0000,0.0000,51036.0000,0.1877,05:26:21,2021-10-21T05:26:21.647,0.1800,4.463528e+07,8.096488e+07,469.8116
85,24068.3466,24068.3466,0.5793,9.3032,1,1,183,645,0.2844,0.2454,0.4014,4.0756,952.6486,0.5545,2021-10-21,175.0565,284.0062,175.0565,142.2344,4.2660,10.7106,-65.0000,0.0000,0.9050,0.5249,0.0000,0.0934,629.1481,58.7408,294-032502 st2 4 juni 2021 50 m halv_000001.tif,41,35,136,1179,48.6136,330.2636,D14A063D-BA22-49A9-B379-8E400E7ED487,2,1375.7777,1.4442,23.3290,37,0.0000,0,0.0000,0.0000,20758.0000,0.2486,05:26:21,2021-10-21T05:26:21.647,0.3836,2.808880e+06,1.199450e+07,237.2316
86,104930.6007,104930.6007,0.3059,9.3032,1,1,319,442,0.0000,0.1692,0.3807,5.9100,2239.3909,0.5146,2021-10-21,365.5158,695.1556,365.5158,144.0925,4.2660,16.5061,75.0000,-20.0000,0.5382,0.6501,0.0000,0.0606,1466.7876,88.8633,294-032502 st2 4 juni 2021 50 m halv_000001.tif,111,60,173,1179,38.4037,953.5780,0781814E-3042-41DB-8FC6-D69FF5D9F046,3,3111.3017,1.3894,23.9645,37,0.0000,0,0.0000,0.0000,57836.0000,0.2631,05:26:21,2021-10-21T05:26:21.647,0.4742,2.556919e+07,1.758914e+08,283.7476
87,29001.9200,29001.9200,0.7072,9.3032,1,1,460,416,0.5752,0.4550,0.8499,2.1976,821.4595,0.8148,2021-10-21,192.1624,242.4005,192.1624,158.4257,4.2660,4.6908,15.0000,-55.0000,0.5831,0.6317,0.0000,0.2132,449.1944,95.7606,294-032502 st2 4 juni 2021 50 m halv_000001.tif,33,36,235,1179,35.2153,283.7476,49733C07-E3CE-4A5D-99D2-1F706A19C8FE,1,1089.9099,1.3268,22.0265,37,0.0000,0,0.0000,0.0000,17502.0000,0.4395,05:26:21,2021-10-21T05:26:21.647,0.2073,3.715386e+06,7.457597e+06,218.6252
88,43329.5582,43329.5582,0.6398,9.3032,1,1,524,336,0.3898,0.3104,0.7802,3.2217,1117.7237,0.6992,2021-10-21,234.8806,336.7237,234.8806,133.4079,4.2660,7.9961,80.0000,30.0000,0.8407,0.5433,0.0000,0.1251,693.5264,86.7334,294-032502 st2 4 juni 2021 50 m halv_000001.tif,48,41,273,1179,37.1237,376.7796,B0B6EBB1-0596-4DCE-BB89-CB2C39FA6231,1,1560.5197,1.3962,23.7736,37,0.0000,0,0.0000,0.0000,25801.0000,0.2302,05:26:21,2021-10-21T05:26:21.647,0.3025,6.784849e+06,1.999032e+07,255.8380
89,703890.0140,742204.0277,0.7187,9.3032,1,1,380,52,0.0000,0.0394,0.4494,25.3984,5749.3106,0.3496,2021-10-21,946.6893,1811.0232,972.1129,98.9370,4.2660,77.7785,-75.0000,-15.0000,2.7777,0.2647,0.0000,0.0129,7925.0649,101.8928,294-032502 st2 4 juni 2021 50 m halv_000001.tif,232,185,316,1179,51.5613,2097.8716,BF2813FE-C93C-4B7E-85E1-BB0BA1707125,11,16053.9154,2.7923,27.0373,37,0.0000,0,0.0000,0.0000,457246.0000,0.2154,05:26:21,2021-10-21T05:26:21.647,0.4773,4.442434e+08,3.110074e+09,1372.2220
90,67988.6687,73914.0285,0.8323,9.3032,1,1,808,1697,0.6933,0.6178,0.9276,1.6186,1175.7942,0.8993,2021-10-21,294.2208,354.8138,306.7740,135.2047,4.3750,2.7168,-70.0000,-25.0000,0.2584,0.7946,0.0000,0.3681,509.2726,187.4519,294-032502 st2 4 juni 2021 50 m halv_000001.tif,49,43,503,1179,38.2166,404.6892,355570A2-59F7-4BFA-9A3A-C5853A1B4D0B,1,1393.4491,1.1851,25.2204,38,0.0000,0,0.0000,0.0000,39172.0000,0.6720,05:26:21,2021-10-21T05:26:21.760,0.1708,1.333579e+07,2.338838e+07,293.0508
91,57211.6577,57886.2693,0.7442,9.3032,1,1,1019,1688,0.2907,0.3900,0.8182,2.5641,1009.6512,0.9101,2021-10-21,269.8965,301.3204,271.4831,122.0897,4.3750,5.8855,-40.0000,20.0000,0.9840,0.5040,0.0000,0.1699,673.6937,114.4669,294-032502 st2 4 juni 2021 50 m halv_000001.tif,43,40,548,1179,49.3946,339.5668,8CD9BEBA-B727-47EA-9C05-BFEF6212F423,1,1576.3212,1.5613,28.4517,38,0.0000,0,0.0000,0.0000,43566.0000,0.4037,05:26:21,2021-10-21T05:26:21.760,0.1043,1.029415e+07,1.432466e+07,255.8380
92,879271.2896,880020.5943,0.5487,9.3032,1,1,565,1626,0.0000,0.0804,0.4311,12.4313,6269.6702,0.3895,2021-10-21,1058.0751,1977.1886,1058.5259,145.3671,4.3750,37.0270,-55.0000,60.0000,1.5565,0.3912,0.0000,0.0270,5934.0474,160.2627,294-032502 st2 4 juni 2021 50 m halv_000001.tif,224,203,590,1179,27.5878,2321.1484,0B804BCC-562E-466F-B27A-B430282C8603,4,12188.6200,1.9441,21.9203,38,0.0000,0,0.0000,0.0000,302886.0000,0.1189,05:26:21,2021-10-21T05:26:21.760,0.4649,6.202234e+08,4.047091e+09,1697.8340
93,75056.9052,75056.9052,0.6114,9.3032,1,1,854,1570,0.0251,0.2882,0.5457,3.4699,1608.1707,0.5522,2021-10-21,309.1366,492.8110,309.1366,171.6183,4.3750,8.7874,-50.0000,85.0000,0.6943,0.5902,0.0000,0.1138,922.1090,104.9359,294-032502 st2 4 juni 2021 50 m halv_000001.tif,51,65,795,1179,33.9275,544.2372,A8FB9E75-7684-4856-84A5-CD4BD2054EC9,2,2054.0898,1.2773,22.3755,38,0.0000,0,0.0000,0.0000,37931.0000,0.4123,05:26:21,2021-10-21T05:26:21.760,0.3727,1.546856e+07,6.266712e+07,386.0828
94,55938.8542,55938.8542,0.5598,9.3032,1,1,756,1253,0.4518,0.5312,0.7998,1.8827,1037.4733,0.8982,2021-10-21,266.8774,311.6572,266.8774,148.3629,4.3750,3.6398,-90.0000,0.0000,0.3855,0.7218,0.0000,0.2747,522.0122,143.4168,294-032502 st2 4 juni 2021 50 m halv_000001.tif,49,32,862,1179,34.8578,376.7796,C73F09DD-7AB7-4669-8B58-F4B2C0F1EFB7,1,1330.8581,1.2828,23.6988,38,0.0000,0,0.0000,0.0000,30152.0000,0.4164,05:26:21,2021-10-21T05:26:21.760,0.1437,9.952545e+06,1.585003e+07,218.6252
95,97335.0450,99811.9291,0.5285,9.3032,1,1,373,1071,0.1604,0.2485,0.5165,4.0246,1662.9461,0.6310,2021-10-21,352.0381,509.8675,356.4891,108.0043,4.3750,10.5488,-85.0000,0.0000,0.8534,0.5396,0.0000,0.0948,1146.6084,108.6956,294-032502 st2 4 juni 2021 50 m halv_000001.tif,74,47,896,1179,43.8161,618.6628,4F8BFA52-1C37-45D6-86CB-E059DA1D561D,2,2510.6081,1.5097,24.9026,38,0.0000,0,0.0000,0.0000,61693.0000,0.1219,05:26:21,2021-10-21T05:26:21.760,0.3095,2.284376e+07,6.940176e+07,358.1732
96,110762.8507,110762.8507,0.4067,9.3032,1,1,717,1060,0.0953,0.3626,0.5290,2.7576,1791.2270,0.7031,2021-10-21,375.5365,551.7319,375.5365,145.1133,4.3750,6.5097,20.0000,-70.0000,0.2923,0.7738,0.0000,0.1536,943.7983,144.9831,294-032502 st2 4 juni 2021 50 m halv_000001.tif,53,83,945,1179,35.7356,730.3012,C3EBBC08-B14B-4492-B83C-DC582E1B65EB,2,2177.5628,1.2157,24.3616,38,0.0000,0,0.0000,0.0000,56498.0000,0.3621,05:26:21,2021-10-21T05:26:21.760,0.3193,2.773033e+07,8.793926e+07,320.9604
97,26877.1413,26877.1413,0.5990,9.3032,1,1,948,749,0.6485,0.8167,0.8667,1.2245,711.0901,1.0000,2021-10-21,184.9893,207.5135,184.9893,187.5946,4.3750,1.0000,-55.0000,45.0000,0.0000,1.3920,0.0000,1.0000,197.1571,197.1571,294-032502 st2 4 juni 2021 50 m halv_000001.tif,30,30,1030,1179,34.0493,274.4444,13405204-D4CF-40AF-8AEB-8F6314A037CF,1,788.6285,1.1090,21.2457,38,0.0000,0,0.0000,0.0000,15901.0000,0.7912,05:26:21,2021-10-21T05:26:21.760,0.1085,3.314656e+06,4.678832e+06,144.1996
98,21774.5110,21774.5110,0.4802,9.3032,1,1,738,711,0.2890,0.1420,0.3756,7.0410,917.6407,0.5786,2021-10-21,166.5058,273.4108,166.5058,99.3494,4.3750,20.0700,60.0000,-20.0000,1.3097,0.4330,0.0000,0.0498,827.2836,41.2199,294-032502 st2 4 juni 2021 50 m halv_000001.tif,44,30,1062,1179,69.7157,358.1732,15FB93CF-04E3-4E3C-97E0-A61F859FE028,1,1737.0070,1.8929,21.7459,38,0.0000,0,0.0000,0.0000,27468.0000,0.4598,05:26:21,2021-10-21T05:26:21.760,0.3910,2.417054e+06,1.070153e+07,162.8060
99,35528.1983,35528.1983,0.5590,9.3032,1,1,402,577,0.5754,0.8044,0.8362,1.2431,811.9200,1.0000,2021-10-21,212.6873,240.0747,212.6873,205.6024,4.3750,1.0000,-65.0000,10.0000,0.0000,1.3982,0.0000,1.0000,222.9061,222.9061,294-032502 st2 4 juni 2021 50 m halv_000001.tif,39,28,1094,1179,25.5748,311.6572,190571EB-3B21-4C45-B269-53310FB0AAC6,1,891.6243,1.0982,16.2320,38,0.0000,0,0.0000,0.0000,15038.0000,0.7064,05:26:21,2021-10-21T05:26:21.760,0.1141,5.037599e+06,7.244986e+06,162.8060
100,28930.8609,28930.8609,0.7428,9.3032,1,1,830,1421,0.7975,0.9174,0.9528,1.0900,698.0945,1.0000,2021-10-21,191.9269,202.6032,191.9269,233.0000,4.4850,1.0000,-40.0000,45.0000,0.0000,1.2375,0.0000,1.0000,191.7073,191.7073,294-032502 st2 4 juni 2021 50 m halv_000001.tif,30,30,1124,1179,29.5141,237.2316,2A658AAE-4BFF-4EAF-B602-5E68F36C9E24,1,766.8293,1.0985,21.2186,39,0.0000,0,0.0000,0.0000,14639.0000,0.8528,05:26:21,2021-10-21T05:26:21.870,0.0527,3.701739e+06,4.354494e+06,153.5028
101,17803.3285,17803.3285,0.5577,9.3032,1,1,819,1153,0.2998,0.0841,0.2804,11.8906,1084.2052,0.3206,2021-10-21,150.5586,326.3870,150.5586,133.9430,4.4850,35.3270,-30.0000,-80.0000,1.8298,0.3534,0.0000,0.0283,1013.5742,28.6912,294-032502 st2 4 juni 2021 50 m halv_000001.tif,45,46,0,1413,68.9018,358.1732,D787F249-2947-4192-8A35-2B15227DE6A0,4,2084.5308,1.9226,23.7892,39,0.0000,0,0.0000,0.0000,23151.0000,0.2616,05:26:21,2021-10-21T05:26:21.870,0.5387,1.786963e+06,1.820527e+07,283.7476
102,20189.8320,20189.8320,0.6390,9.3032,1,1,345,1080,0.6980,0.8664,0.8987,1.1542,611.8305,1.0000,2021-10-21,160.3324,174.6936,160.3324,216.7143,4.4850,1.0000,75.0000,0.0000,0.0000,1.3360,0.0000,1.0000,170.6098,170.6098,294-032502 st2 4 juni 2021 50 m halv_000001.tif,32,22,48,1413,29.6765,227.9284,13BF29A9-5AA1-4824-94DF-D7F3E033EB2E,1,682.4390,1.1154,18.3610,39,0.0000,0,0.0000,0.0000,11010.0000,0.7735,05:26:21,2021-10-21T05:26:21.870,0.0822,2.158057e+06,2.791450e+06,125.5932
103,35239.0342,35239.0342,0.5981,9.3032,1,1,347,739,0.5615,0.7327,0.8349,1.3649,831.7135,0.9758,2021-10-21,211.8200,246.0175,211.8200,195.8953,4.4850,1.6996,-55.0000,35.0000,0.0000,1.0633,0.0000,0.5884,293.0953,172.4522,294-032502 st2 4 juni 2021 50 m halv_000001.tif,33,36,72,1413,29.3818,311.6572,CEFD0AB0-DE78-42FC-BE31-E61ED1CA189F,1,931.0950,1.1195,18.1323,39,0.0000,0,0.0000,0.0000,17159.0000,0.5600,05:26:21,2021-10-21T05:26:21.870,0.1390,4.976223e+06,7.796449e+06,172.1092
104,21774.5110,21774.5110,0.5897,9.3032,1,1,848,698,0.6442,0.8531,0.8653,1.1722,642.8223,1.0000,2021-10-21,166.5058,184.5132,166.5058,159.0308,4.4850,1.0000,-90.0000,0.0000,0.0000,1.3389,0.0000,1.0000,177.1883,177.1883,294-032502 st2 4 juni 2021 50 m halv_000001.tif,34,22,110,1413,40.5127,237.2316,0C6ED46A-C275-45C7-8D78-2C2A80559FFE,1,708.7531,1.1026,23.5164,39,0.0000,0,0.0000,0.0000,15962.0000,0.8091,05:26:21,2021-10-21T05:26:21.870,0.0976,2.417054e+06,3.289127e+06,125.5932
105,1799790.1349,1897014.8735,0.3358,9.3032,1,1,461,420,0.0000,0.3512,0.5658,2.8476,7115.7367,0.8198,2021-10-21,1513.7913,2245.1720,1554.1410,205.3697,4.4850,6.7989,-70.0000,25.0000,0.1408,0.8766,0.0000,0.1471,3688.0758,542.4488,294-032502 st2 4 juni 2021 50 m halv_000001.tif,329,178,134,1413,17.5699,3232.8620,8DD362D6-D190-4B1E-9376-E6B18751EBEA,2,8461.0492,1.1891,15.8854,39,0.0000,0,0.0000,0.0000,385852.0000,0.5018,05:26:21,2021-10-21T05:26:21.870,0.3258,1.816338e+09,5.925806e+09,1009.3972
106,38357.4075,38357.4075,0.4066,9.3032,1,1,561,64,0.0000,0.2083,0.3069,4.8018,1488.4004,0.4267,2021-10-21,220.9936,455.3395,220.9936,83.2440,4.4850,13.0085,-85.0000,-15.0000,0.4685,0.6810,0.0000,0.0769,840.1931,64.5882,294-032502 st2 4 juni 2021 50 m halv_000001.tif,70,43,314,1413,67.7799,572.1468,22B249DD-4C77-4B09-934B-EE338A77B770,2,1809.5626,1.2158,17.8735,39,0.0000,0,0.0000,0.0000,42498.0000,0.1954,05:26:21,2021-10-21T05:26:21.870,0.5147,5.651161e+06,4.943161e+07,283.7476
107,24977.9726,24977.9726,0.6537,9.3032,1,1,445,1834,0.7157,0.8727,0.9100,1.1459,665.1304,1.0000,2021-10-21,178.3338,192.2664,178.3338,153.0147,4.5940,1.0000,40.0000,-30.0000,0.0000,1.2814,0.0000,1.0000,185.1290,185.1290,294-032502 st2 4 juni 2021 50 m halv_000001.tif,30,28,359,1413,30.3250,237.2316,72A408ED-1229-4E31-936E-30D5970E85D9,1,740.5161,1.1133,16.4636,40,0.0000,0,0.0000,0.0000,13343.0000,0.7652,05:26:21,2021-10-21T05:26:21.984,0.0725,2.969611e+06,3.721424e+06,144.1996
108,20258.4737,20258.4737,0.4357,9.3032,1,1,560,1660,0.0000,0.0894,0.0700,11.1840,2345.5460,0.1397,2021-10-21,160.6048,727.4581,160.6048,107.3586,4.5940,33.1053,-20.0000,70.0000,0.0000,1.0047,0.0000,0.0302,1032.4110,31.1857,294-032502 st2 4 juni 2021 50 m halv_000001.tif,70,120,389,1413,64.8172,1037.3068,BFB6D851-E4B2-4652-A9D2-1DD1C06FA53D,7,2127.1934,0.9069,14.6769,40,0.0000,0,0.0000,0.0000,24112.0000,0.1365,05:26:21,2021-10-21T05:26:21.984,0.7792,2.169072e+06,2.015685e+08,311.6572
109,1103128.1270,1222106.3033,0.6306,9.3032,1,1,395,1117,0.0436,0.0663,0.6772,15.0795,6287.6635,0.5774,2021-10-21,1185.1356,1982.0989,1247.4109,112.6200,4.5940,45.3517,-75.0000,15.0000,2.0464,0.3283,0.0000,0.0220,7694.6228,169.6656,294-032502 st2 4 juni 2021 50 m halv_000001.tif,281,182,511,1413,49.5487,2525.8188,26AF6DF1-6C93-4019-81B9-82B9B7C5EE0F,8,15728.5770,2.5015,25.1606,40,0.0000,0,0.0000,0.0000,676934.0000,0.3834,05:26:21,2021-10-21T05:26:21.984,0.4021,8.715709e+08,4.077318e+09,1381.5252
110,58036.2547,58036.2547,0.6699,9.3032,1,1,504,905,0.1686,0.4745,0.6238,2.1074,1444.3544,0.6079,2021-10-21,271.8346,440.0935,271.8346,123.6870,4.5940,4.3930,5.0000,-90.0000,0.1930,0.8382,0.0000,0.2276,582.6896,132.6413,294-032502 st2 4 juni 2021 50 m halv_000001.tif,50,60,695,1413,40.3987,488.4180,18EFA81A-F657-4F93-828B-F74E97977B6D,2,1430.6619,0.9905,22.9512,40,0.0000,0,0.0000,0.0000,36076.0000,0.3675,05:26:21,2021-10-21T05:26:21.984,0.3823,1.051751e+07,4.463067e+07,376.7796
111,69808.6098,69808.6098,0.5973,9.3032,1,1,170,818,0.5435,0.6924,0.8447,1.4443,1142.9642,0.9731,2021-10-21,298.1327,344.2184,298.1327,179.8678,4.5940,2.0496,0.0000,75.0000,0.0000,1.0244,0.0000,0.4879,431.3715,210.4693,294-032502 st2 4 juni 2021 50 m halv_000001.tif,35,56,757,1413,26.5291,441.9020,331B5EA5-2275-47A9-B5F5-B52868E5167F,1,1283.6816,1.1231,17.8963,40,0.0000,0,0.0000,0.0000,27829.0000,0.6968,05:26:21,2021-10-21T05:26:21.984,0.1339,1.387482e+07,2.135506e+07,227.9284
112,178855.7654,178855.7654,0.6428,9.3032,1,1,683,689,0.4964,0.4817,0.8792,2.0759,1736.7363,0.9007,2021-10-21,477.2067,533.6418,477.2067,202.7443,4.5940,4.2885,40.0000,-70.0000,0.4949,0.6690,0.0000,0.2332,952.6319,222.1358,294-032502 st2 4 juni 2021 50 m halv_000001.tif,64,66,815,1413,23.1162,637.2692,D8E6D351-A08A-45FE-AB0E-662F9FD75F58,1,2349.5353,1.3528,20.2825,40,0.0000,0,0.0000,0.0000,56519.0000,0.6739,05:26:21,2021-10-21T05:26:21.984,0.1058,5.690078e+07,7.956977e+07,460.5084
113,119657.1176,119657.1176,0.4824,9.3032,1,1,768,597,0.0588,0.4608,0.6895,2.1701,1778.1690,0.7475,2021-10-21,390.3232,547.0803,390.3232,178.2634,4.5940,4.6001,30.0000,-35.0000,0.1543,0.8663,0.0000,0.2174,821.4907,178.5796,294-032502 st2 4 juni 2021 50 m halv_000001.tif,66,71,883,1413,31.1499,711.6948,4C9F2790-35A6-4C18-99DC-DDBB7A5CB20E,2,2000.1406,1.1248,21.2986,40,0.0000,0,0.0000,0.0000,52799.0000,0.2132,05:26:21,2021-10-21T05:26:21.984,0.2865,3.113663e+07,8.573374e+07,302.3540
114,192562.0530,192562.0530,0.4551,9.3032,1,1,777,361,0.0000,0.1344,0.4378,7.4410,2780.7507,0.5002,2021-10-21,495.1541,865.9726,495.1541,161.9977,4.5940,21.3296,70.0000,-15.0000,1.0816,0.4804,0.0000,0.0469,2197.9869,103.0489,294-032502 st2 4 juni 2021 50 m halv_000001.tif,116,79,956,1413,33.0191,1055.9132,B30DE51E-928B-4D53-B33C-509F78DAA730,1,4602.0716,1.6550,25.3108,40,0.0000,0,0.0000,0.0000,86411.0000,0.2158,05:26:21,2021-10-21T05:26:21.984,0.4282,6.356526e+07,3.400251e+08,637.2692
115,41935.6026,41935.6026,0.4516,9.3032,1,1,430,230,0.0000,0.4431,0.4133,2.2571,1391.0796,0.5815,2021-10-21,231.0716,422.7783,231.0716,186.1261,4.5940,4.8861,-40.0000,55.0000,0.0000,1.1223,0.0000,0.2047,534.6706,109.4272,294-032502 st2 4 juni 2021 50 m halv_000001.tif,52,64,1037,1413,34.1997,600.0564,76DA58AA-14AC-4994-AB9B-EC62A6A09388,3,1288.1955,0.9260,20.5351,40,0.0000,0,0.0000,0.0000,23119.0000,0.3058,05:26:21,2021-10-21T05:26:21.984,0.4534,6.460084e+06,3.956734e+07,209.3220
116,43035.8066,43035.8066,0.7317,9.3032,1,1,958,1833,0.7632,0.8963,0.9475,1.1157,837.1596,1.0000,2021-10-21,234.0831,247.5684,234.0831,95.4535,4.7040,1.0000,40.0000,-50.0000,0.0000,1.3208,0.0000,1.0000,228.9201,228.9201,294-032502 st2 4 juni 2021 50 m halv_000001.tif,32,36,1103,1413,37.9320,302.3540,62CE4853-F679-4B0C-84F7-669D0AADC39C,1,915.6805,1.0938,23.8727,41,0.0000,0,0.0000,0.0000,26211.0000,0.8703,05:26:22,2021-10-21T05:26:22.095,0.0545,6.715970e+06,7.944822e+06,200.0188
117,27300.9114,27300.9114,0.8008,9.3032,1,1,430,1477,0.6699,0.5797,0.9103,1.7249,765.0384,0.9229,2021-10-21,186.4419,225.0853,186.4419,147.7727,4.7040,3.0959,-70.0000,40.0000,0.4440,0.6925,0.0000,0.3230,356.0039,114.9929,294-032502 st2 4 juni 2021 50 m halv_000001.tif,32,33,1141,1413,34.4017,246.5348,112BEBB4-92E7-4293-A437-ED0D785AFA48,1,941.9937,1.2313,20.9645,41,0.0000,0,0.0000,0.0000,16272.0000,0.4898,05:26:22,2021-10-21T05:26:22.095,0.1717,3.393357e+06,5.970906e+06,200.0188
118,137932.6271,137932.6271,0.5926,9.3032,1,1,805,1460,0.3722,0.4130,0.7748,2.4214,1717.1400,0.8130,2021-10-21,419.0719,527.6980,419.0719,176.7826,4.7040,5.4225,-85.0000,0.0000,0.5148,0.6602,0.0000,0.1844,951.2334,175.4222,294-032502 st2 4 juni 2021 50 m halv_000001.tif,75,49,0,1744,38.2303,627.9660,A571D414-E78D-4423-9B96-DF278B19CDDE,1,2253.3113,1.3122,27.4574,41,0.0000,0,0.0000,0.0000,73708.0000,0.4433,05:26:22,2021-10-21T05:26:22.095,0.2058,3.853579e+07,7.694048e+07,376.7796
