Particle ID,Area (ABD),Area (Filled),Aspect Ratio,Calibration Factor,Calibration Image,Camera,Capture X,Capture Y,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter,Convexity,Date,Diameter (ABD),Diameter (ESD),Diameter (FD),Edge Gradient,Elapsed Time,Elongation,Feret Angle Max,Feret Angle Min,Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Image File,Image Height,Image Width,Image X,Image Y,Intensity,Length,Original Reference ID,Particles Per Chain,Perimeter,Roughness,Sigma Intensity,Source Image,Sphere Complement,Sphere Count,Sphere Unknown,Sphere Volume,Sum Intensity,Symmetry,Time,Timestamp,Transparency,Volume (ABD),Volume (ESD),Width
33,1615060.9453,1664182.5504,0.3588,9.3032,1,1,539,1153,0.0000,0.0806,0.4498,12.4056,7225.4354,0.5642,2021-10-21,1434.0012,2280.0590,1455.6452,124.4445,3.9220,36.9463,65.0000,0.0000,1.7310,0.3662,0.0000,0.0271,8066.7719,218.3380,294-032502 st2 4 juni 2021 50 m halv_000001.tif,318,146,973,195,47.4298,2953.7660,2E0ABE8F-0A5A-4AE1-B386-2B95CF4A3DC2,4,16570.2198,2.2933,24.0811,34,0.0000,0,0.0000,0.0000,937497.0000,0.1301,05:26:21,2021-10-21T05:26:21.313,0.3711,1.544000e+09,6.206358e+09,1279.1900
34,46865.9770,46865.9770,0.6960,9.3032,1,1,118,771,0.0000,0.2133,0.2954,4.6890,2087.1515,0.3048,2021-10-21,244.2777,645.0216,244.2777,149.3073,3.9220,12.6519,-25.0000,65.0000,0.0152,0.9850,0.0000,0.0790,901.9963,71.2933,294-032502 st2 4 juni 2021 50 m halv_000001.tif,64,97,0,515,43.0781,888.4556,2369B209-D905-4BAC-BB3C-296B1716A33A,4,1946.5792,0.9326,21.4690,34,0.0000,0,0.0000,0.0000,32007.0000,0.2439,05:26:21,2021-10-21T05:26:21.313,0.6213,7.632210e+06,1.405146e+08,386.0828
35,35817.5561,35817.5561,0.8280,9.3032,1,1,445,711,0.6418,0.6611,0.9217,1.5127,839.1245,0.9389,2021-10-21,213.5517,246.7934,213.5517,180.7826,3.9220,2.3217,30.0000,-85.0000,0.1407,0.8766,0.0000,0.4307,344.9001,148.5570,294-032502 st2 4 juni 2021 50 m halv_000001.tif,31,36,99,515,30.2584,302.3540,A81F194A-0126-46D6-9D14-3DFCCB29614D,1,986.9142,1.1761,20.6018,34,0.0000,0,0.0000,0.0000,17913.0000,0.5879,05:26:21,2021-10-21T05:26:21.313,0.1347,5.099267e+06,7.870447e+06,190.7156
36,63754.1121,63754.1121,0.4408,9.3032,1,1,553,681,0.0000,0.1121,0.1695,8.9196,2309.0440,0.3097,2021-10-21,284.9110,716.3464,284.9110,162.7465,3.9220,25.9832,55.0000,-35.0000,0.5947,0.6271,0.0000,0.0385,1476.1846,56.8130,294-032502 st2 4 juni 2021 50 m halv_000001.tif,92,88,137,515,52.3725,925.6684,395504B4-3E0C-4BA8-9BB4-16F84CB87766,1,3065.9952,1.3278,20.7938,34,0.0000,0,0.0000,0.0000,50749.0000,0.3442,05:26:21,2021-10-21T05:26:21.313,0.6023,1.210950e+07,1.924721e+08,423.2956
37,44800.5517,44800.5517,0.6807,9.3032,1,1,118,659,0.3593,0.4370,0.7692,2.2886,1071.6914,0.7487,2021-10-21,238.8343,322.5112,238.8343,176.2619,3.9220,4.9893,50.0000,-45.0000,0.4054,0.7116,0.0000,0.2004,555.6565,111.3690,294-032502 st2 4 juni 2021 50 m halv_000001.tif,44,42,227,515,36.7497,395.3860,E23C9FCA-AE1F-4CF2-BE36-68FF0CB9A62F,2,1334.0510,1.2448,20.1933,34,0.0000,0,0.0000,0.0000,26276.0000,0.3742,05:26:21,2021-10-21T05:26:21.313,0.2595,7.133273e+06,1.756440e+07,255.8380
38,52877.3339,52877.3339,0.6543,9.3032,1,1,320,640,0.0563,0.2083,0.5895,4.7998,1522.8548,0.4820,2021-10-21,259.4716,464.6427,259.4716,148.6467,3.9220,13.0021,65.0000,5.0000,0.6048,0.6231,0.0000,0.0769,962.9487,74.0609,294-032502 st2 4 juni 2021 50 m halv_000001.tif,70,47,271,515,37.5595,600.0564,8A1841F4-8241-4530-9EE5-75FFADFB084D,2,2074.0191,1.3619,24.8264,34,0.0000,0,0.0000,0.0000,30949.0000,0.2147,05:26:21,2021-10-21T05:26:21.313,0.4416,9.146778e+06,5.252379e+07,339.5668
39,91311.8929,91311.8929,0.9119,9.3032,1,1,715,506,0.9046,0.9358,0.9934,1.0686,1158.3191,1.0000,2021-10-21,340.9720,349.3873,340.9720,227.1478,3.9220,1.0000,20.0000,-40.0000,0.0000,1.1823,0.0000,1.0000,310.8190,310.8190,294-032502 st2 4 juni 2021 50 m halv_000001.tif,44,46,320,515,23.3075,367.4764,727BAD33-3FD8-4A23-84DA-2F987DAA932D,1,1243.2759,1.0733,17.4770,34,0.0000,0,0.0000,0.0000,30999.0000,0.9167,05:26:21,2021-10-21T05:26:21.313,0.0241,2.075653e+07,2.233160e+07,320.9604
40,47679.2434,47679.2434,0.7000,9.3032,1,1,366,493,0.7252,0.8665,0.9298,1.1540,887.5690,1.0000,2021-10-21,246.3881,263.3327,246.3881,196.9773,3.9220,1.0000,-60.0000,45.0000,0.0000,1.3197,0.0000,1.0000,243.2054,243.2054,294-032502 st2 4 juni 2021 50 m halv_000001.tif,38,36,368,515,27.6950,320.9604,5CED6DF3-E102-4226-9D92-CD1CB65EC9F1,1,972.8217,1.0961,18.8692,34,0.0000,0,0.0000,0.0000,20882.0000,0.8351,05:26:21,2021-10-21T05:26:21.313,0.0643,7.831732e+06,9.561209e+06,200.0188
41,71023.5358,71023.5358,0.8060,9.3032,1,1,405,304,0.8054,0.8923,0.9703,1.1207,1044.2609,1.0000,2021-10-21,300.7158,312.1745,300.7158,181.9029,3.9220,1.0000,-65.0000,40.0000,0.0000,1.2575,0.0000,1.0000,284.8361,284.8361,294-032502 st2 4 juni 2021 50 m halv_000001.tif,45,40,406,515,27.9127,358.1732,2073C67E-FB56-41DB-9800-9D93E3113C32,1,1139.3443,1.0911,19.0196,34,0.0000,0,0.0000,0.0000,29727.0000,0.8163,05:26:21,2021-10-21T05:26:21.313,0.0367,1.423860e+07,1.592908e+07,265.1412
42,47679.2434,48789.8644,0.4675,9.3032,1,1,960,198,0.0033,0.0997,0.2731,10.0295,1769.6435,0.3339,2021-10-21,246.3881,543.2036,249.2412,72.7004,3.9220,29.4747,-55.0000,30.0000,1.1355,0.4683,0.0000,0.0339,1400.6205,47.5194,294-032502 st2 4 juni 2021 50 m halv_000001.tif,70,67,448,515,70.2745,655.8756,CEA022E7-4CFC-433B-AC52-72B6BC16D57E,3,2896.2797,1.6366,20.5514,34,0.0000,0,0.0000,0.0000,52987.0000,0.0307,05:26:21,2021-10-21T05:26:21.313,0.5464,7.831732e+06,8.392408e+07,413.9924
43,96484.3829,96484.3829,0.4567,9.3032,1,1,353,159,0.1853,0.2770,0.6167,3.6106,1732.3768,0.5984,2021-10-21,350.4964,532.6082,350.4964,174.2311,3.9220,9.2348,-15.0000,45.0000,0.5667,0.6383,0.0000,0.1083,1056.6841,114.4237,294-032502 st2 4 juni 2021 50 m halv_000001.tif,63,78,517,515,30.8876,674.4820,4EA8AFC4-5D28-4704-AA12-6107CE696F41,2,2342.2155,1.3520,20.9735,34,0.0000,0,0.0000,0.0000,43150.0000,0.1859,05:26:21,2021-10-21T05:26:21.313,0.3419,2.254495e+07,7.910832e+07,348.8700
44,68594.9843,68594.9843,0.4432,9.3032,1,1,563,123,0.0000,0.1398,0.3743,7.1538,2268.7881,0.3592,2021-10-21,295.5298,702.3916,295.5298,123.3269,3.9220,20.4253,55.0000,-35.0000,0.5371,0.6506,0.0000,0.0490,1351.3453,66.1605,294-032502 st2 4 juni 2021 50 m halv_000001.tif,86,86,597,515,41.1868,879.1524,CCD42918-FAFA-4C83-A1ED-AA3A3CC98D5C,1,2835.0116,1.2496,26.5158,34,0.0000,0,0.0000,0.0000,42546.0000,0.1776,05:26:21,2021-10-21T05:26:21.313,0.5793,1.351457e+07,1.814415e+08,507.0244
45,66323.0482,66323.0482,0.1375,9.3032,1,1,240,32,0.0000,0.1636,0.1653,6.1124,2279.3594,0.5313,2021-10-21,290.5944,705.7510,290.5944,157.1336,3.9220,17.1444,-60.0000,35.0000,0.1453,0.8732,0.0000,0.0583,1219.9568,71.1576,294-032502 st2 4 juni 2021 50 m halv_000001.tif,103,74,685,515,44.8814,1065.2164,5A82800B-6825-4952-8025-81C2FB6C3BD4,1,2582.2288,1.1329,19.5923,34,0.0000,0,0.0000,0.0000,45016.0000,0.3590,05:26:21,2021-10-21T05:26:21.313,0.5882,1.284874e+07,1.840573e+08,181.4124
46,18006.6124,18006.6124,0.4837,9.3032,1,1,605,1902,0.4462,0.5800,0.6896,1.7240,711.7767,1.0000,2021-10-21,151.4158,206.9962,151.4158,71.0649,4.0320,3.0928,0.0000,-90.0000,0.0616,0.9419,0.0000,0.3233,301.2352,97.3999,294-032502 st2 4 juni 2021 50 m halv_000001.tif,18,39,761,515,36.6490,283.7476,89FBC95E-A898-47EB-9694-FF8A83E42A86,1,797.2703,1.1201,19.5942,35,0.0000,0,0.0000,0.0000,12424.0000,0.4758,05:26:21,2021-10-21T05:26:21.424,0.2685,1.817657e+06,4.643931e+06,97.6836
47,46275.1568,46275.1568,0.4391,9.3032,1,1,143,1800,0.3652,0.4257,0.6862,2.3490,1085.4788,0.8149,2021-10-21,242.7331,325.3534,242.7331,121.8031,4.0320,5.1869,0.0000,-75.0000,0.3278,0.7531,0.0000,0.1928,574.4198,110.7446,294-032502 st2 4 juni 2021 50 m halv_000001.tif,33,55,802,515,32.8980,432.5988,DAB78B63-A2DE-41D8-8EFA-68890D5440E1,1,1370.3288,1.2624,19.4608,35,0.0000,0,0.0000,0.0000,24180.0000,0.4858,05:26:21,2021-10-21T05:26:21.424,0.2539,7.488342e+06,1.803286e+07,200.0188
48,53399.1887,53399.1887,0.1267,9.3032,1,1,186,1609,0.0000,0.1430,0.1421,6.9918,2188.1415,0.4690,2021-10-21,260.7488,677.8414,260.7488,151.4468,4.0320,19.9150,5.0000,-80.0000,0.1748,0.8512,0.0000,0.0502,1196.8049,60.0956,294-032502 st2 4 juni 2021 50 m halv_000001.tif,39,117,859,515,44.9374,1018.7004,4B9AA6BB-69DA-46DB-B5A5-60775CB6BD85,1,2513.8009,1.1488,18.6448,35,0.0000,0,0.0000,0.0000,37343.0000,0.3355,05:26:21,2021-10-21T05:26:21.424,0.6153,9.282518e+06,1.630733e+08,162.8060
49,646006.5162,648819.4927,0.4115,9.3032,1,1,546,1601,0.0000,0.0772,0.4580,12.9517,5834.7289,0.4329,2021-10-21,906.9295,1839.4492,908.9019,150.8502,4.0320,38.6631,-65.0000,20.0000,1.0294,0.4928,0.0000,0.0259,5239.2281,135.5096,294-032502 st2 4 juni 2021 50 m halv_000001.tif,261,141,978,515,27.6224,2581.6380,B1D08095-69B2-4B02-9689-61CDBCCFA8FE,3,10749.4755,1.8423,21.3134,35,0.0000,0,0.0000,0.0000,225647.0000,0.4928,05:26:21,2021-10-21T05:26:21.424,0.5070,3.905882e+08,3.258832e+09,916.3652
50,19163.1606,19163.1606,0.7863,9.3032,1,1,641,1549,0.7687,0.8702,0.9449,1.1491,595.5257,1.0000,2021-10-21,156.2027,170.0420,156.2027,186.3651,4.0320,1.0000,30.0000,-65.0000,0.0000,1.1995,0.0000,1.0000,166.7564,166.7564,294-032502 st2 4 juni 2021 50 m halv_000001.tif,25,27,1121,515,33.9747,200.0188,3210A32A-F082-4EC6-87E4-4E0CD661B94B,1,667.0255,1.1201,20.7040,35,0.0000,0,0.0000,0.0000,12095.0000,0.7142,05:26:21,2021-10-21T05:26:21.424,0.0814,1.995559e+06,2.574349e+06,144.1996
51,281317.6271,281317.6271,0.4975,9.3032,1,1,107,1462,0.0000,0.1971,0.4823,5.0742,3173.6797,0.5557,2021-10-21,598.4854,991.3081,598.4854,156.2429,4.0320,13.8691,15.0000,-90.0000,0.5613,0.6405,0.0000,0.0721,2113.4229,152.3835,294-032502 st2 4 juni 2021 50 m halv_000001.tif,77,148,0,778,27.7393,1353.6156,D4DF4C06-EFB9-430C-A985-CA0867899034,1,4531.6129,1.4279,18.9813,35,0.0000,0,0.0000,0.0000,103218.0000,0.2487,05:26:21,2021-10-21T05:26:21.424,0.3963,1.122430e+08,5.100638e+08,637.2692
52,37921.0156,37921.0156,0.5365,9.3032,1,1,73,1427,0.4876,0.6509,0.7879,1.5364,870.3786,0.9200,2021-10-21,219.7329,258.1638,219.7329,168.3368,4.0320,2.4122,-80.0000,-15.0000,0.1553,0.8655,0.0000,0.4146,360.0694,149.2692,294-032502 st2 4 juni 2021 50 m halv_000001.tif,41,29,150,778,34.9678,311.6572,6790154D-3C7E-4009-B5A7-E8C1997C055A,1,1018.6771,1.1704,19.1807,35,0.0000,0,0.0000,0.0000,21715.0000,0.5728,05:26:21,2021-10-21T05:26:21.424,0.1489,5.554996e+06,9.009167e+06,172.1092
53,167175.0142,167175.0142,0.9762,9.3032,1,1,902,1323,0.5255,0.3614,0.8833,2.7674,1875.7614,0.7791,2021-10-21,461.3609,578.6069,461.3609,134.8490,4.0320,6.5412,75.0000,25.0000,0.6681,0.5995,0.0000,0.1529,1140.6033,174.3734,294-032502 st2 4 juni 2021 50 m halv_000001.tif,80,65,181,778,39.4282,683.7852,B151DF3C-7970-49C9-9009-DD3F99D6166F,1,2629.9532,1.4021,27.3697,35,0.0000,0,0.0000,0.0000,90606.0000,0.5174,05:26:21,2021-10-21T05:26:21.424,0.2026,5.141867e+07,1.014261e+08,497.7212
54,42448.7606,42448.7606,0.7624,9.3032,1,1,1018,1109,0.7773,0.8670,0.9538,1.1534,839.2073,1.0000,2021-10-21,232.4811,247.0521,232.4811,191.9765,4.0320,1.0000,-60.0000,45.0000,0.0000,1.2664,0.0000,1.0000,231.4113,231.4113,294-032502 st2 4 juni 2021 50 m halv_000001.tif,36,34,248,778,28.5051,293.0508,39B78A21-A27D-489E-A512-E33EFA459D5D,1,925.6451,1.1030,20.3026,35,0.0000,0,0.0000,0.0000,19469.0000,0.8121,05:26:21,2021-10-21T05:26:21.424,0.0590,6.579022e+06,7.895217e+06,200.0188
55,23649.6251,23649.6251,0.6279,9.3032,1,1,611,1001,0.3728,0.1045,0.3345,9.5687,1069.0326,0.4123,2021-10-21,173.5271,321.4777,173.5271,91.4745,4.0320,28.0253,-80.0000,20.0000,1.8966,0.3452,0.0000,0.0357,1010.5286,36.0577,294-032502 st2 4 juni 2021 50 m halv_000001.tif,48,43,284,778,64.5558,348.8700,E0FA2320-6EAF-4E92-BA7E-B9E1C1371D85,4,2093.1726,1.9580,25.5310,35,0.0000,0,0.0000,0.0000,27178.0000,0.1181,05:26:21,2021-10-21T05:26:21.424,0.4602,2.735900e+06,1.739606e+07,265.1412
56,804238.5907,804238.5907,0.8197,9.3032,1,1,863,898,0.5698,0.6032,0.9373,1.6578,3755.6321,0.8462,2021-10-21,1011.9231,1176.5962,1011.9231,210.4499,4.0320,2.8581,-75.0000,-20.0000,0.1128,0.8986,0.0000,0.3499,1578.8330,552.4078,294-032502 st2 4 juni 2021 50 m halv_000001.tif,155,121,329,778,16.6280,1418.7380,5DB8C37D-259C-4632-8DCB-6933D33FD270,2,4262.4816,1.1350,15.1183,35,0.0000,0,0.0000,0.0000,167560.0000,0.7061,05:26:21,2021-10-21T05:26:21.424,0.1400,5.425517e+08,8.528662e+08,1000.0940
57,41862.3334,43403.0198,0.5505,9.3032,1,1,715,686,0.2110,0.0802,0.2655,12.4624,1523.0576,0.3634,2021-10-21,230.8696,464.1264,235.0796,100.7719,4.0320,37.1248,20.0000,-35.0000,1.7956,0.3577,0.0000,0.0269,1495.4411,40.2814,294-032502 st2 4 juni 2021 50 m halv_000001.tif,65,61,452,778,74.2015,534.9340,3FBC9E6E-C679-4F07-8B5A-AB143A1A9341,5,3071.4450,2.0166,22.9768,35,0.0000,0,0.0000,0.0000,50086.0000,0.4957,05:26:21,2021-10-21T05:26:21.424,0.5026,6.443160e+06,5.234889e+07,376.7796
58,29215.1907,29215.1907,0.8149,9.3032,1,1,881,524,0.8477,0.9248,0.9766,1.0813,692.2362,1.0000,2021-10-21,192.8677,201.3110,192.8677,210.4143,4.0320,1.0000,-80.0000,30.0000,0.0000,1.1889,0.0000,1.0000,191.7073,191.7073,294-032502 st2 4 juni 2021 50 m halv_000001.tif,32,28,515,778,31.8580,227.9284,6A8CA619-3235-4B3D-AD4E-1D3A5715E028,1,766.8293,1.1078,21.4753,35,0.0000,0,0.0000,0.0000,15929.0000,0.9054,05:26:21,2021-10-21T05:26:21.424,0.0419,3.756444e+06,4.271705e+06,172.1092
59,81552.2421,81552.2421,0.4851,9.3032,1,1,235,209,0.0000,0.1320,0.3888,7.5784,2437.2895,0.3243,2021-10-21,322.2352,756.4023,322.2352,140.7770,4.0320,21.7623,-10.0000,30.0000,0.8079,0.5531,0.0000,0.0460,1505.2821,69.1692,294-032502 st2 4 juni 2021 50 m halv_000001.tif,85,98,545,778,38.1804,832.6364,5678F186-4E23-4BF5-A19E-6E0806BD36A7,2,3148.9025,1.2920,24.1807,35,0.0000,0,0.0000,0.0000,45931.0000,0.2232,05:26:21,2021-10-21T05:26:21.424,0.5740,1.751934e+07,2.265985e+08,674.4820
60,298807.3550,298807.3550,0.6267,9.3032,1,1,107,87,0.4795,0.5071,0.8726,1.9720,2284.5812,0.8979,2021-10-21,616.8090,707.5605,616.8090,123.7033,4.0320,3.9415,60.0000,-10.0000,0.3919,0.7185,0.0000,0.2537,1158.9050,294.0237,294-032502 st2 4 juni 2021 50 m halv_000001.tif,93,66,645,778,22.2697,832.6364,127AEC8A-4C6D-45C9-A042-071129B9D950,1,2905.8573,1.2719,17.9982,35,0.0000,0,0.0000,0.0000,87676.0000,0.7081,05:26:21,2021-10-21T05:26:21.424,0.1283,1.228714e+08,1.854767e+08,497.7212
61,223375.0668,240249.9007,0.4027,9.3032,1,1,371,8,0.0000,0.3831,0.5854,2.6103,2334.5534,0.8377,2021-10-21,533.3010,724.6160,553.0784,140.4577,4.0320,6.0348,-50.0000,45.0000,0.2951,0.7721,0.0000,0.1657,1295.2478,214.6285,294-032502 st2 4 juni 2021 50 m halv_000001.tif,89,83,713,778,33.1699,1000.0940,2458261A-A712-44B0-8615-EBAE54997A25,1,3019.7527,1.2935,20.3063,35,0.0000,0,0.0000,0.0000,99576.0000,0.4135,05:26:21,2021-10-21T05:26:21.424,0.2640,7.941743e+07,1.992152e+08,413.9924
62,70415.9121,70415.9121,0.5237,9.3032,1,1,846,1857,0.3706,0.4813,0.7506,2.0777,1274.1495,0.8703,2021-10-21,299.4267,385.8242,299.4267,102.6069,4.1410,4.2945,-90.0000,-5.0000,0.2139,0.8238,0.0000,0.2329,626.7927,145.9539,294-032502 st2 4 juni 2021 50 m halv_000001.tif,63,36,798,778,53.6358,516.3276,D9ED0809-DCAC-450B-8695-E719EEEB84F7,1,1545.4932,1.2130,18.9058,36,0.0000,0,0.0000,0.0000,56693.0000,0.5545,05:26:21,2021-10-21T05:26:21.535,0.2239,1.405627e+07,3.007232e+07,246.5348
63,450790.3744,462933.1659,0.6761,9.3032,1,1,899,1783,0.0000,0.1326,0.6617,7.5402,3772.3741,0.5909,2021-10-21,757.6042,1182.2814,767.7401,82.1806,4.1410,21.6419,-40.0000,85.0000,1.3073,0.4334,0.0000,0.0462,3337.8420,154.2304,294-032502 st2 4 juni 2021 50 m halv_000001.tif,101,155,836,778,54.2264,1446.6476,105B919C-21D8-4D92-9ACC-03100EFCE24D,3,6984.1448,1.8514,20.9164,36,0.0000,0,0.0000,0.0000,314513.0000,0.2258,05:26:21,2021-10-21T05:26:21.535,0.3592,2.276805e+08,8.652889e+08,823.3332
64,62472.1032,62472.1032,0.2859,9.3032,1,1,772,1720,0.0118,0.3742,0.4744,2.6727,1479.2023,0.8754,2021-10-21,282.0318,451.7225,282.0318,138.6646,4.1410,6.2360,-80.0000,15.0000,0.0929,0.9150,0.0000,0.1604,716.8114,114.9468,294-032502 st2 4 juni 2021 50 m halv_000001.tif,76,32,993,778,36.8141,655.8756,2CAB7976-792D-418E-A2F7-F1664924EC19,1,1663.5164,1.1246,23.1911,36,0.0000,0,0.0000,0.0000,35047.0000,0.4435,05:26:21,2021-10-21T05:26:21.535,0.3757,1.174608e+07,4.826293e+07,162.8060
65,832007.0694,832007.0694,0.8109,9.3032,1,1,951,1552,0.6973,0.7809,0.9576,1.2805,3461.3709,0.9669,2021-10-21,1029.2445,1082.7892,1029.2445,194.9598,4.1410,1.1632,-20.0000,70.0000,0.0000,1.1859,0.0000,0.8597,1023.7738,880.1428,294-032502 st2 4 juni 2021 50 m halv_000001.tif,118,135,1027,778,15.6980,1214.0676,F36869FB-D7FE-46B3-879C-86A1EC9EEE55,1,3807.8333,1.1001,12.9869,36,0.0000,0,0.0000,0.0000,163432.0000,0.7147,05:26:21,2021-10-21T05:26:21.535,0.0495,5.708925e+08,6.647072e+08,962.8812
66,78033.1953,78033.1953,0.2325,9.3032,1,1,358,1367,0.0000,0.1006,0.0894,9.9417,3912.3724,0.1917,2021-10-21,315.2062,1226.4716,315.2062,126.9482,4.1410,29.1985,65.0000,-15.0000,0.0000,1.0310,0.0000,0.0342,1709.9336,58.5624,294-032502 st2 4 juni 2021 50 m halv_000001.tif,198,87,0,935,43.5627,1762.9564,241BC31B-CBAC-404E-B513-5559EA94C724,7,3536.9920,0.9041,23.8591,36,0.0000,0,0.0000,0.0000,50402.0000,0.2846,05:26:21,2021-10-21T05:26:21.535,0.7430,1.639770e+07,9.659865e+08,395.3860
67,52281.3664,52281.3664,0.8210,9.3032,1,1,243,1220,0.3855,0.3784,0.7355,2.6425,1164.1764,0.7218,2021-10-21,258.0052,351.1958,258.0052,125.9858,4.1410,6.1387,5.0000,-90.0000,0.5555,0.6429,0.0000,0.1629,658.4407,107.2601,294-032502 st2 4 juni 2021 50 m halv_000001.tif,39,53,89,935,37.4289,423.2956,29950093-A106-4BB5-B6AD-44BE1179E5FC,2,1531.4016,1.3154,23.5090,36,0.0000,0,0.0000,0.0000,30542.0000,0.2859,05:26:21,2021-10-21T05:26:21.535,0.2654,8.992578e+06,2.268018e+07,283.7476
68,105629.6174,105629.6174,0.3481,9.3032,1,1,385,960,0.0000,0.1851,0.4117,5.4020,2557.3343,0.5188,2021-10-21,366.7312,794.6486,366.7312,84.3498,4.1410,14.9039,-70.0000,15.0000,0.1694,0.8552,0.0000,0.0671,1397.9405,93.7969,294-032502 st2 4 juni 2021 50 m halv_000001.tif,130,58,144,935,42.4884,1195.4612,7BB7B61C-38E8-4A8E-ACFB-14F2E2FC51AE,2,2983.4748,1.1666,24.8562,36,0.0000,0,0.0000,0.0000,64370.0000,0.0954,05:26:21,2021-10-21T05:26:21.535,0.5385,2.582512e+07,2.627387e+08,311.6572
69,54668.0115,54668.0115,0.6200,9.3032,1,1,368,728,0.6316,0.8323,0.8875,1.2015,963.2803,1.0000,2021-10-21,263.8285,287.8819,263.8285,134.4433,4.1410,1.0000,-75.0000,0.0000,0.0000,1.3963,0.0000,1.0000,263.1743,263.1743,294-032502 st2 4 juni 2021 50 m halv_000001.tif,46,32,204,935,31.6851,367.4764,88CB1636-9497-4517-93B3-BAB49F653681,1,1052.6971,1.0928,20.5504,36,0.0000,0,0.0000,0.0000,26869.0000,0.8220,05:26:21,2021-10-21T05:26:21.535,0.0836,9.615319e+06,1.249229e+07,218.6252
70,29215.1907,29215.1907,0.5065,9.3032,1,1,61,699,0.1287,0.2028,0.2858,4.9314,1319.7594,0.4431,2021-10-21,192.8677,401.0712,192.8677,131.9013,4.1410,13.4178,-90.0000,5.0000,0.4001,0.7142,0.0000,0.0745,762.0044,56.7907,294-032502 st2 4 juni 2021 50 m halv_000001.tif,69,35,238,935,51.4060,544.2372,FDF1845C-8E80-47D0-8ECB-660964D33DB3,3,1637.5902,1.2408,21.8086,36,0.0000,0,0.0000,0.0000,25703.0000,0.3684,05:26:21,2021-10-21T05:26:21.535,0.5191,3.756444e+06,3.378026e+07,227.9284
71,17871.0620,17871.0620,0.6867,9.3032,1,1,172,692,0.7605,0.9240,0.9333,1.0822,566.5556,1.0000,2021-10-21,150.8448,160.4802,150.8448,184.4407,4.1410,1.0000,85.0000,0.0000,0.0000,1.2703,0.0000,1.0000,157.4532,157.4532,294-032502 st2 4 juni 2021 50 m halv_000001.tif,29,21,275,935,33.6409,200.0188,7DBF4799-581C-4F40-B1F2-BDD952CAAB48,1,629.8127,1.1117,19.2353,36,0.0000,0,0.0000,0.0000,11337.0000,0.9013,05:26:21,2021-10-21T05:26:21.535,0.0600,1.797171e+06,2.164029e+06,116.2900
72,31140.7332,31140.7332,0.7386,9.3032,1,1,636,608,0.2662,0.4664,0.5616,2.1439,1038.5255,0.5941,2021-10-21,199.1221,311.1399,199.1221,133.5728,4.1410,4.5136,-25.0000,80.0000,0.2042,0.8304,0.0000,0.2216,453.7329,100.5252,294-032502 st2 4 juni 2021 50 m halv_000001.tif,35,49,298,935,60.7400,376.7796,E8ED29F4-3CD3-45EE-8A08-D8A75720E13A,2,1108.5163,1.0674,17.9051,36,0.0000,0,0.0000,0.0000,32010.0000,0.2087,05:26:21,2021-10-21T05:26:21.535,0.3600,4.133872e+06,1.577124e+07,227.9284
73,256198.8721,259667.1345,0.7481,9.3032,1,1,68,406,0.3459,0.4157,0.8532,2.4055,2446.7676,0.7089,2021-10-21,571.1414,759.2444,574.9943,147.3393,4.1410,5.3710,-90.0000,20.0000,0.5048,0.6645,0.0000,0.1862,1266.9435,235.8870,294-032502 st2 4 juni 2021 50 m halv_000001.tif,101,86,349,935,25.6457,841.9396,38D64D8C-1D80-47C2-ACDB-ACA7EC9002A7,3,3005.6611,1.2284,20.9468,36,0.0000,0,0.0000,0.0000,87452.0000,0.5240,05:26:21,2021-10-21T05:26:21.535,0.2478,9.755053e+07,2.291624e+08,627.9660
74,63603.2008,66020.4881,0.4615,9.3032,1,1,866,331,0.0000,0.1856,0.4862,5.3876,1889.9014,0.4439,2021-10-21,284.5736,582.2250,289.9308,88.4978,4.1410,14.8582,70.0000,0.0000,0.5135,0.6607,0.0000,0.0673,1133.4393,76.2837,294-032502 st2 4 juni 2021 50 m halv_000001.tif,89,48,437,935,75.5812,748.9076,B4545402-DAFE-446E-8301-198821C2CB2A,4,2419.4460,1.2802,19.5444,36,0.0000,0,0.0000,0.0000,73087.0000,0.1915,05:26:21,2021-10-21T05:26:21.535,0.5112,1.206653e+07,1.033406e+08,367.4764
75,542379.3072,543368.1107,0.7208,9.3032,1,1,521,148,0.0000,0.0686,0.2561,14.5775,7004.9979,0.2185,2021-10-21,831.0107,2210.0273,831.7679,155.4383,4.1410,43.7739,-65.0000,-30.0000,1.1981,0.4549,0.0000,0.0228,5122.4894,117.0216,294-032502 st2 4 juni 2021 50 m halv_000001.tif,242,254,487,935,29.9754,2330.4516,F450E07C-8E8A-457A-9C65-CBFBCE3942C8,3,10479.0221,1.4959,24.2262,36,0.0000,0,0.0000,0.0000,207250.0000,0.1101,05:26:21,2021-10-21T05:26:21.535,0.6240,3.004820e+08,5.651862e+09,2004.8396
