017
num-fields|53
id|int32
image_x|int32
image_y|int32
image_w|int32
image_h|int32
src_x|int32
src_y|int32
src_image|int32
cal_image|int32
ppc|int32
camera|int32
cal_const|double
fringe_size|double
sphere_count|int32
raw_sphere_volume|double
raw_sphere_complement|double
raw_sphere_unknown|double
raw_area|double
raw_feret_max|double
raw_feret_min|double
raw_feret_mean|double
raw_perimeter|double
raw_convex_perimeter|double
raw_legendre_major|double
raw_legendre_minor|double
abd_area|double
abd_diameter|double
length|double
width|double
esd_diameter|double
fd_diameter|double
perimeter|double
convex_perimeter|double
intensity|double
sigma_intensity|double
sum_intensity|double
compactness|double
elongation|double
roughness|double
edge_gradient|double
elapsed_time|double
circle_fit|double
symmetry|double
circularity_hu|double
intensity_calimage|double
raw_convex_hull_area|double
raw_filled_area|double
filled_area|double
feret_max_angle|double
feret_min_angle|double
timestamp|timestamp
collage_file|string
image_id|guid
45|685|515|74|103|240|32|34|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|1003.0000|119.0000|24.0000|80.3611|277.5635|249.5081|123.1583|16.9313|66323.0482|290.5944|1065.2164|181.4124|705.7511|290.5944|2582.2287|2279.3596|44.8814|19.5923|45016.0000|6.1124|17.1444|1.1329|157.1336|3.9220|0.0000|0.3590|0.1653|0.0000|1888.0000|1003.0000|66323.0482|-60.0000|35.0000|2021-10-21T03:26:21.313|294-032502 st2 4 juni 2021 50 m halv_000001.tif|5A82800B-6825-4952-8025-81C2FB6C3BD4
46|761|515|39|18|605|1902|35|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|339.0000|35.0000|15.0000|26.7500|85.6985|81.0088|31.8513|15.4061|18006.6124|151.4158|283.7476|97.6836|206.9962|151.4158|797.2701|711.7771|36.6490|19.5942|12424.0000|1.7240|3.0928|1.1201|71.0649|4.0320|0.4462|0.4758|0.6896|0.0000|333.5000|339.0000|18006.6124|0.0000|-90.0000|2021-10-21T03:26:21.424|294-032502 st2 4 juni 2021 50 m halv_000001.tif|89FBC95E-A898-47EB-9694-FF8A83E42A86
47|802|515|55|33|143|1800|35|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|735.0000|51.0000|26.0000|39.4722|147.2965|121.1780|47.8192|20.9956|46275.1568|242.7331|432.5988|200.0188|325.3536|242.7331|1370.3285|1085.4785|32.8980|19.4608|24180.0000|2.3490|5.1869|1.2624|121.8031|4.0320|0.3652|0.4858|0.6862|0.0000|902.0000|735.0000|46275.1568|0.0000|-75.0000|2021-10-21T03:26:21.424|294-032502 st2 4 juni 2021 50 m halv_000001.tif|DAB78B63-A2DE-41D8-8EFA-68890D5440E1
48|859|515|117|39|186|1609|35|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|831.0000|114.0000|22.0000|77.3611|270.2082|239.7031|121.0506|15.3392|53399.1887|260.7488|1018.7004|162.8060|677.8415|260.7488|2513.8005|2188.1417|44.9374|18.6448|37343.0000|6.9918|19.9150|1.1488|151.4468|4.0320|0.0000|0.3355|0.1421|0.0000|1772.0000|831.0000|53399.1887|5.0000|-80.0000|2021-10-21T03:26:21.424|294-032502 st2 4 juni 2021 50 m halv_000001.tif|4B9AA6BB-69DA-46DB-B5A5-60775CB6BD85
49|978|515|141|261|546|1601|35|1|3|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|8169.0000|282.0000|103.0000|202.2222|1155.4600|631.6744|197.5056|81.2681|646006.5162|906.9295|2581.6380|916.3652|1839.4494|908.9019|10749.4757|5834.7289|27.6224|21.3134|225647.0000|12.9517|38.6631|1.8423|150.8502|4.0320|0.0000|0.4928|0.4580|0.0000|18948.0000|8203.0000|648819.4927|-65.0000|20.0000|2021-10-21T03:26:21.424|294-032502 st2 4 juni 2021 50 m halv_000001.tif|B1D08095-69B2-4B02-9689-61CDBCCFA8FE
50|1121|515|27|25|641|1549|35|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|356.0000|26.0000|20.0000|22.7778|71.6985|68.5130|24.3498|19.1453|19163.1606|156.2027|200.0188|144.1996|170.0418|156.2027|667.0253|595.5262|33.9747|20.7040|12095.0000|1.1491|1.0000|1.1201|186.3651|4.0320|0.7687|0.7142|0.9449|0.0000|340.0000|356.0000|19163.1606|30.0000|-65.0000|2021-10-21T03:26:21.424|294-032502 st2 4 juni 2021 50 m halv_000001.tif|3210A32A-F082-4EC6-87E4-4E0CD661B94B
51|0|778|148|77|107|1462|35|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|3721.0000|150.0000|73.0000|111.0556|487.1026|345.6385|125.4954|62.4299|281317.6271|598.4854|1353.6156|637.2692|991.3076|598.4854|4531.6128|3173.6793|27.7393|18.9813|103218.0000|5.0742|13.8691|1.4279|156.2429|4.0320|0.0000|0.2487|0.4823|0.0000|6696.5000|3721.0000|281317.6271|15.0000|-90.0000|2021-10-21T03:26:21.424|294-032502 st2 4 juni 2021 50 m halv_000001.tif|D4DF4C06-EFB9-430C-A985-CA0867899034
52|150|778|29|41|73|1427|35|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|621.0000|38.0000|23.0000|32.2500|109.4975|98.0569|39.4777|21.1808|37921.0156|219.7329|311.6572|172.1092|258.1638|219.7329|1018.6769|870.3787|34.9678|19.1807|21715.0000|1.5364|2.4122|1.1704|168.3368|4.0320|0.4876|0.5728|0.7879|0.0000|675.0000|621.0000|37921.0156|-80.0000|-15.0000|2021-10-21T03:26:21.424|294-032502 st2 4 juni 2021 50 m halv_000001.tif|6790154D-3C7E-4009-B5A7-E8C1997C055A
53|181|778|65|80|902|1323|35|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|2298.0000|78.0000|58.0000|66.6944|282.6934|206.1254|58.2427|56.8582|167175.0142|461.3609|683.7852|497.7212|578.6074|461.3609|2629.9535|1875.7611|39.4282|27.3697|90606.0000|2.7674|6.5412|1.4021|134.8490|4.0320|0.5255|0.5174|0.8833|0.0000|2949.5000|2298.0000|167175.0142|75.0000|25.0000|2021-10-21T03:26:21.424|294-032502 st2 4 juni 2021 50 m halv_000001.tif|B151DF3C-7970-49C9-9009-DD3F99D6166F
54|248|778|34|36|1018|1109|35|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|683.0000|36.0000|26.0000|31.0556|99.4975|94.7063|33.9576|25.8899|42448.7606|232.4811|293.0508|200.0188|247.0516|232.4811|925.6449|839.2072|28.5051|20.3026|19469.0000|1.1534|1.0000|1.1030|191.9765|4.0320|0.7773|0.8121|0.9538|0.0000|668.0000|683.0000|42448.7606|-60.0000|45.0000|2021-10-21T03:26:21.424|294-032502 st2 4 juni 2021 50 m halv_000001.tif|39B78A21-A27D-489E-A512-E33EFA459D5D
55|284|778|43|48|611|1001|35|1|4|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|421.0000|42.0000|33.0000|39.0556|224.9949|119.4102|47.9461|30.1061|23649.6251|173.5271|348.8700|265.1412|321.4772|173.5271|2093.1730|1069.0322|64.5558|25.5310|27178.0000|9.5687|28.0253|1.9580|91.4745|4.0320|0.3728|0.1181|0.3345|0.0000|1021.0000|421.0000|23649.6251|-80.0000|20.0000|2021-10-21T03:26:21.424|294-032502 st2 4 juni 2021 50 m halv_000001.tif|E0FA2320-6EAF-4E92-BA7E-B9E1C1371D85
56|329|778|121|155|863|898|35|1|2|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|10077.0000|157.0000|112.0000|130.9722|458.1737|408.1925|127.9689|104.8922|804238.5907|1011.9231|1418.7380|1000.0940|1176.5964|1011.9231|4262.4812|3755.6325|16.6280|15.1183|167560.0000|1.6578|2.8581|1.1350|210.4499|4.0320|0.5698|0.7061|0.9373|0.0000|11908.0000|10077.0000|804238.5907|-75.0000|-20.0000|2021-10-21T03:26:21.424|294-032502 st2 4 juni 2021 50 m halv_000001.tif|5DB8C37D-259C-4632-8DCB-6933D33FD270
57|452|778|61|65|715|686|35|1|5|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|675.0000|62.0000|45.0000|54.3889|330.1493|168.2133|71.5812|39.4045|41862.3334|230.8696|534.9340|376.7796|464.1263|235.0796|3071.4447|1523.0572|74.2015|22.9768|50086.0000|12.4624|37.1248|2.0166|100.7719|4.0320|0.2110|0.4957|0.2655|0.0000|1915.0000|696.0000|43403.0198|20.0000|-35.0000|2021-10-21T03:26:21.424|294-032502 st2 4 juni 2021 50 m halv_000001.tif|3FBC9E6E-C679-4F07-8B5A-AB143A1A9341
58|515|778|28|32|881|524|35|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|500.0000|29.0000|23.0000|26.1389|82.4264|78.9084|27.9902|22.8100|29215.1907|192.8677|227.9284|172.1092|201.3109|192.8677|766.8293|692.2364|31.8580|21.4753|15929.0000|1.0813|1.0000|1.1078|210.4143|4.0320|0.8477|0.9054|0.9766|0.0000|478.5000|500.0000|29215.1907|-80.0000|30.0000|2021-10-21T03:26:21.424|294-032502 st2 4 juni 2021 50 m halv_000001.tif|6A8CA619-3235-4B3D-AD4E-1D3A5715E028
59|545|778|98|85|235|209|35|1|2|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|1203.0000|94.0000|77.0000|85.8056|338.4752|266.4840|79.8648|38.7454|81552.2421|322.2352|832.6364|674.4820|756.4018|322.2352|3148.9023|2437.2900|38.1804|24.1807|45931.0000|7.5784|21.7623|1.2920|140.7770|4.0320|0.0000|0.2232|0.3888|0.0000|3709.0000|1203.0000|81552.2421|-10.0000|30.0000|2021-10-21T03:26:21.424|294-032502 st2 4 juni 2021 50 m halv_000001.tif|5678F186-4E23-4BF5-A19E-6E0806BD36A7
60|645|778|66|93|107|87|35|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|3937.0000|94.0000|58.0000|80.5556|312.3503|250.0694|90.8258|56.9187|298807.3550|616.8090|832.6364|497.7212|707.5600|616.8090|2905.8572|2284.5810|22.2697|17.9982|87676.0000|1.9720|3.9415|1.2719|123.7033|4.0320|0.4795|0.7081|0.8726|0.0000|4384.5000|3937.0000|298807.3550|60.0000|-10.0000|2021-10-21T03:26:21.424|294-032502 st2 4 juni 2021 50 m halv_000001.tif|127AEC8A-4C6D-45C9-A042-071129B9D950
61|713|778|83|89|371|8|35|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|3002.0000|112.0000|49.0000|82.3889|324.5929|255.4409|109.6496|44.1567|223375.0668|533.3010|1000.0940|413.9924|724.6159|553.0784|3019.7529|2334.5536|33.1699|20.3063|99576.0000|2.6103|6.0348|1.2935|140.4577|4.0320|0.0000|0.4135|0.5854|0.0000|3834.5000|3212.0000|240249.9007|-50.0000|45.0000|2021-10-21T03:26:21.424|294-032502 st2 4 juni 2021 50 m halv_000001.tif|2458261A-A712-44B0-8615-EBAE54997A25
62|798|778|36|63|846|1857|36|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|1057.0000|60.0000|31.0000|45.9722|166.1249|141.4582|53.0474|27.7820|70415.9121|299.4267|516.3276|246.5348|385.8244|299.4267|1545.4931|1274.1495|53.6358|18.9058|56693.0000|2.0777|4.2945|1.2130|102.6069|4.1410|0.3706|0.5545|0.7506|0.0000|1214.5000|1057.0000|70415.9121|-90.0000|-5.0000|2021-10-21T03:26:21.535|294-032502 st2 4 juni 2021 50 m halv_000001.tif|D9ED0809-DCAC-450B-8695-E719EEEB84F7
63|836|778|155|101|899|1783|36|1|3|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|5800.0000|160.0000|93.0000|131.5833|750.7250|409.9921|125.3377|84.7467|450790.3744|757.6042|1446.6476|823.3332|1182.2817|767.7401|6984.1444|3772.3739|54.2264|20.9164|314513.0000|7.5402|21.6419|1.8514|82.1806|4.1410|0.0000|0.2258|0.6617|0.0000|10065.5000|5948.0000|462933.1659|-40.0000|85.0000|2021-10-21T03:26:21.535|294-032502 st2 4 juni 2021 50 m halv_000001.tif|105B919C-21D8-4D92-9ACC-03100EFCE24D
64|993|778|32|76|772|1720|36|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|952.0000|75.0000|22.0000|53.0556|178.8112|163.4993|68.7274|19.6510|62472.1032|282.0318|655.8756|162.8060|451.7220|282.0318|1663.5162|1479.2021|36.8141|23.1911|35047.0000|2.6727|6.2360|1.1246|138.6646|4.1410|0.0118|0.4435|0.4744|0.0000|1087.5000|952.0000|62472.1032|-80.0000|15.0000|2021-10-21T03:26:21.535|294-032502 st2 4 juni 2021 50 m halv_000001.tif|2CAB7976-792D-418E-A2F7-F1664924EC19
65|1027|778|135|118|951|1552|36|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|10411.0000|135.0000|108.0000|120.8889|409.3036|376.5624|129.2384|104.8002|832007.0694|1029.2445|1214.0676|962.8812|1082.7891|1029.2445|3807.8333|3461.3708|15.6980|12.9869|163432.0000|1.2805|1.1632|1.1001|194.9598|4.1410|0.6973|0.7147|0.9576|0.0000|10767.0000|10411.0000|832007.0694|-20.0000|70.0000|2021-10-21T03:26:21.535|294-032502 st2 4 juni 2021 50 m halv_000001.tif|F36869FB-D7FE-46B3-879C-86A1EC9EEE55
66|0|935|87|198|358|1367|36|1|7|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|1157.0000|194.0000|47.0000|136.3333|380.1909|425.0405|176.8258|41.1164|78033.1953|315.2062|1762.9564|395.3860|1226.4719|315.2062|3536.9920|3912.3721|43.5627|23.8591|50402.0000|9.9417|29.1985|0.9041|126.9482|4.1410|0.0000|0.2846|0.0894|0.0000|6034.5000|1157.0000|78033.1953|65.0000|-15.0000|2021-10-21T03:26:21.535|294-032502 st2 4 juni 2021 50 m halv_000001.tif|241BC31B-CBAC-404E-B513-5559EA94C724
67|89|935|53|39|243|1220|36|1|2|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|816.0000|50.0000|35.0000|42.2500|164.6102|129.6372|41.0797|33.7282|52281.3664|258.0052|423.2956|283.7476|351.1958|258.0052|1531.4013|1164.1765|37.4289|23.5090|30542.0000|2.6425|6.1387|1.3154|125.9858|4.1410|0.3855|0.2859|0.7355|0.0000|1130.5000|816.0000|52281.3664|5.0000|-90.0000|2021-10-21T03:26:21.535|294-032502 st2 4 juni 2021 50 m halv_000001.tif|29950093-A106-4BB5-B6AD-44BE1179E5FC
68|144|935|58|130|385|960|36|1|2|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|1515.0000|133.0000|38.0000|89.9167|320.6934|279.3876|91.4260|31.8227|105629.6174|366.7312|1195.4612|311.6572|794.6483|366.7312|2983.4751|2557.3344|42.4884|24.8562|64370.0000|5.4020|14.9039|1.1666|84.3498|4.1410|0.0000|0.0954|0.4117|0.0000|2920.0000|1515.0000|105629.6174|-70.0000|15.0000|2021-10-21T03:26:21.535|294-032502 st2 4 juni 2021 50 m halv_000001.tif|7BB7B61C-38E8-4A8E-ACFB-14F2E2FC51AE
69|204|935|32|46|368|728|36|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|848.0000|44.0000|28.0000|35.4444|113.1543|108.0429|41.9236|25.9914|54668.0115|263.8285|367.4764|218.6252|287.8824|263.8285|1052.6973|963.2807|31.6851|20.5504|26869.0000|1.2015|1.0000|1.0928|134.4433|4.1410|0.6316|0.8220|0.8875|0.0000|825.0000|848.0000|54668.0115|-75.0000|0.0000|2021-10-21T03:26:21.535|294-032502 st2 4 juni 2021 50 m halv_000001.tif|88CB1636-9497-4517-93B3-BAB49F653681
70|238|935|35|69|61|699|36|1|3|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|500.0000|63.0000|29.0000|47.6111|176.0244|146.3608|59.5456|30.1593|29215.1907|192.8677|544.2372|227.9284|401.0713|192.8677|1637.5901|1319.7591|51.4060|21.8086|25703.0000|4.9313|13.4178|1.2408|131.9013|4.1410|0.1287|0.3684|0.2858|0.0000|1128.5000|500.0000|29215.1907|-90.0000|5.0000|2021-10-21T03:26:21.535|294-032502 st2 4 juni 2021 50 m halv_000001.tif|FDF1845C-8E80-47D0-8ECB-660964D33DB3
71|275|935|21|29|172|692|36|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|337.0000|26.0000|17.0000|21.7500|67.6985|65.3990|24.9977|17.1650|17871.0620|150.8448|200.0188|116.2900|160.4802|150.8448|629.8125|566.5555|33.6409|19.2353|11337.0000|1.0822|1.0000|1.1117|184.4407|4.1410|0.7605|0.9013|0.9333|0.0000|314.5000|337.0000|17871.0620|85.0000|0.0000|2021-10-21T03:26:21.535|294-032502 st2 4 juni 2021 50 m halv_000001.tif|7DBF4799-581C-4F40-B1F2-BDD952CAAB48
72|298|935|49|35|636|608|36|1|2|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|527.0000|45.0000|29.0000|37.9444|119.1543|116.1310|39.3190|29.0417|31140.7332|199.1221|376.7796|227.9284|311.1404|199.1221|1108.5165|1038.5251|60.7400|17.9051|32010.0000|2.1439|4.5136|1.0674|133.5728|4.1410|0.2662|0.2087|0.5616|0.0000|887.0000|527.0000|31140.7332|-25.0000|80.0000|2021-10-21T03:26:21.535|294-032502 st2 4 juni 2021 50 m halv_000001.tif|E8ED29F4-3CD3-45EE-8A08-D8A75720E13A
73|349|935|86|101|68|406|36|1|3|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|3410.0000|95.0000|72.0000|86.1111|323.0782|267.5028|81.2865|60.8112|256198.8721|571.1414|841.9396|627.9660|759.2445|574.9943|3005.6612|2446.7675|25.6457|20.9468|87452.0000|2.4055|5.3710|1.2284|147.3393|4.1410|0.3459|0.5240|0.8532|0.0000|4871.0000|3453.0000|259667.1345|-90.0000|20.0000|2021-10-21T03:26:21.535|294-032502 st2 4 juni 2021 50 m halv_000001.tif|38D64D8C-1D80-47C2-ACDB-ACA7EC9002A7
74|437|935|48|89|866|331|36|1|4|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|967.0000|85.0000|44.0000|67.0833|260.0660|207.6453|65.6772|30.3132|63603.2008|284.5736|748.9076|367.4764|582.2253|289.9308|2419.4462|1889.9017|75.5812|19.5444|73087.0000|5.3876|14.8582|1.2802|88.4978|4.1410|0.0000|0.1915|0.4862|0.0000|2250.5000|999.0000|66020.4881|70.0000|0.0000|2021-10-21T03:26:21.535|294-032502 st2 4 juni 2021 50 m halv_000001.tif|B4545402-DAFE-446E-8301-198821C2CB2A
75|487|935|254|242|521|148|36|1|3|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|6914.0000|255.0000|220.0000|242.0556|1126.3890|757.4665|212.8747|153.4502|542379.3072|831.0107|2330.4516|2004.8396|2210.0268|831.7679|10479.0217|7004.9978|29.9754|24.2262|207250.0000|14.5775|43.7739|1.4959|155.4383|4.1410|0.0000|0.1101|0.2561|0.0000|31700.0000|6926.0000|543368.1107|-65.0000|-30.0000|2021-10-21T03:26:21.535|294-032502 st2 4 juni 2021 50 m halv_000001.tif|F450E07C-8E8A-457A-9C65-CBFBCE3942C8
76|743|935|23|47|121|1754|37|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|350.0000|44.0000|19.0000|33.0278|125.3970|100.7508|51.3772|17.9634|18754.0909|154.5265|367.4764|134.8964|265.3996|154.5265|1166.5931|895.4406|51.8400|17.5468|18144.0000|3.5752|9.1221|1.3028|106.8796|4.2660|0.1606|0.1312|0.3009|0.0000|578.5000|350.0000|18754.0909|-85.0000|0.0000|2021-10-21T03:26:21.647|294-032502 st2 4 juni 2021 50 m halv_000001.tif|ECB6B1DA-3A62-4763-9B1C-6C1F5EB54695
77|768|935|33|34|836|1749|37|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|491.0000|34.0000|26.0000|30.1944|110.0833|91.7614|30.8975|23.8031|28575.8005|190.7455|274.4444|200.0188|239.0406|190.7455|1024.1266|811.8106|38.5927|23.7273|18949.0000|1.9640|3.9148|1.2615|159.7708|4.2660|0.5190|0.2936|0.8219|0.0000|595.5000|491.0000|28575.8005|50.0000|-70.0000|2021-10-21T03:26:21.647|294-032502 st2 4 juni 2021 50 m halv_000001.tif|42457E17-D3C1-49AC-8F46-B7BAC80D66FA
78|803|935|47|93|364|1691|37|1|4|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|702.0000|88.0000|38.0000|63.5833|206.8528|196.5908|83.3574|25.8866|43843.9856|236.2708|776.8172|311.6572|549.6641|239.2266|1924.3931|1787.0592|54.9416|19.4439|38569.0000|4.7489|12.8413|1.0768|117.1813|4.2660|0.0000|0.3105|0.2397|0.0000|2058.0000|717.0000|44947.8522|-80.0000|20.0000|2021-10-21T03:26:21.647|294-032502 st2 4 juni 2021 50 m halv_000001.tif|5633D658-16AA-4E81-B858-C7377C73409A
79|852|935|61|43|219|1541|37|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|1006.0000|60.0000|34.0000|46.7222|203.3797|143.5692|58.6458|25.8480|66550.0253|291.0913|516.3276|274.4444|392.8018|291.0913|1892.0822|1293.7886|34.8002|21.9411|35009.0000|3.2720|8.1566|1.4624|140.4734|4.2660|0.1967|0.1087|0.6237|0.0000|1319.0000|1006.0000|66550.0253|-25.0000|60.0000|2021-10-21T03:26:21.647|294-032502 st2 4 juni 2021 50 m halv_000001.tif|98DCB8C6-2BA5-440C-8629-B6477D84940E
80|915|935|128|144|267|1416|37|1|7|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|2666.0000|161.0000|105.0000|131.0000|576.4996|408.7225|162.7334|57.5102|196473.9029|500.1583|1455.9508|934.9716|1176.8548|500.1583|5363.2907|3760.5630|42.9295|22.4941|114450.0000|9.9204|29.1314|1.4262|113.2825|4.2660|0.0000|0.0724|0.2279|0.0000|10239.5000|2666.0000|196473.9029|-50.0000|30.0000|2021-10-21T03:26:21.647|294-032502 st2 4 juni 2021 50 m halv_000001.tif|B973E310-9315-4B40-B9B0-62175B554EBB
81|1045|935|49|44|814|1207|37|1|2|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|378.0000|54.0000|19.0000|39.8889|102.9117|121.9586|60.3433|17.8598|20670.8256|162.2310|460.5084|134.8964|329.2299|162.2310|957.4080|1092.7407|37.0185|22.1610|13993.0000|2.2296|4.7960|0.8762|231.4659|4.2660|0.0000|0.1711|0.2431|0.0000|718.0000|378.0000|20670.8256|35.0000|-45.0000|2021-10-21T03:26:21.647|294-032502 st2 4 juni 2021 50 m halv_000001.tif|489D79F6-E2B7-4F9C-B17B-34B099E77D54
82|1096|935|43|60|623|1139|37|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|1446.0000|63.0000|33.0000|49.5000|166.1249|151.9370|61.7709|30.3460|100276.7082|357.3182|544.2372|265.1412|418.6440|357.3182|1545.4931|1371.6360|25.9454|18.7723|37517.0000|1.5188|2.3449|1.1268|198.7310|4.2660|0.4131|0.6329|0.7774|0.0000|1514.5000|1446.0000|100276.7082|60.0000|-20.0000|2021-10-21T03:26:21.647|294-032502 st2 4 juni 2021 50 m halv_000001.tif|FBF0A692-D8BC-4B5F-ADD3-29BBC966E220
83|0|1179|66|64|476|798|37|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|950.0000|71.0000|55.0000|62.7222|258.5513|193.8769|55.6879|33.6098|62321.3894|281.6914|618.6628|469.8116|541.6530|281.6914|2405.3544|1761.8113|48.4200|25.9232|45999.0000|5.5996|15.5274|1.3653|91.6089|4.2660|0.0395|0.2152|0.5718|0.0000|2040.0000|950.0000|62321.3894|-60.0000|40.0000|2021-10-21T03:26:21.647|294-032502 st2 4 juni 2021 50 m halv_000001.tif|FF1DB524-869D-4FD2-BA83-F53912B8A938
84|68|1179|66|63|927|689|37|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|2108.0000|67.0000|55.0000|62.1944|245.2376|192.4349|64.8690|46.8015|152128.1605|440.1086|581.4500|469.8116|536.7430|440.1086|2281.4943|1748.3962|24.2106|19.8951|51036.0000|2.2704|4.9297|1.3049|202.6977|4.2660|0.3013|0.1877|0.8390|0.0000|2626.0000|2108.0000|152128.1605|-55.0000|70.0000|2021-10-21T03:26:21.647|294-032502 st2 4 juni 2021 50 m halv_000001.tif|E6710D59-E0A2-478C-9DE5-819971800C0E
85|136|1179|35|41|183|645|37|1|2|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|427.0000|40.0000|30.0000|35.0278|147.8822|106.9001|45.0388|26.0893|24068.3466|175.0565|330.2636|237.2316|284.0060|175.0565|1375.7781|952.6488|48.6136|23.3290|20758.0000|4.0756|10.7106|1.4442|142.2344|4.2660|0.2844|0.2486|0.4014|0.0000|770.0000|427.0000|24068.3466|-65.0000|0.0000|2021-10-21T03:26:21.647|294-032502 st2 4 juni 2021 50 m halv_000001.tif|D14A063D-BA22-49A9-B379-8E400E7ED487
86|173|1179|60|111|319|442|37|1|3|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|1506.0000|107.0000|35.0000|79.2222|334.4335|245.2119|95.9804|29.3600|104930.6007|365.5158|953.5780|283.7476|695.1558|365.5158|3111.3022|2239.3910|38.4037|23.9645|57836.0000|5.9100|16.5061|1.3894|144.0925|4.2660|0.0000|0.2631|0.3807|0.0000|2926.5000|1506.0000|104930.6007|75.0000|-20.0000|2021-10-21T03:26:21.647|294-032502 st2 4 juni 2021 50 m halv_000001.tif|0781814E-3042-41DB-8FC6-D69FF5D9F046
87|235|1179|36|33|460|416|37|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|497.0000|35.0000|28.0000|30.5556|117.1543|92.7986|31.5072|22.2807|29001.9200|192.1624|283.7476|218.6252|242.4000|192.1624|1089.9101|821.4600|35.2153|22.0265|17502.0000|2.1976|4.6908|1.3268|158.4257|4.2660|0.5752|0.4395|0.8499|0.0000|610.0000|497.0000|29001.9200|15.0000|-55.0000|2021-10-21T03:26:21.647|294-032502 st2 4 juni 2021 50 m halv_000001.tif|49733C07-E3CE-4A5D-99D2-1F706A19C8FE
88|273|1179|41|48|524|336|37|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|695.0000|45.0000|32.0000|40.6944|167.7401|124.6440|40.1198|25.6696|43329.5582|234.8806|376.7796|255.8380|336.7242|234.8806|1560.5198|1117.7235|37.1237|23.7736|25801.0000|3.2217|7.9961|1.3962|133.4079|4.2660|0.3898|0.2302|0.7802|0.0000|994.0000|695.0000|43329.5582|80.0000|30.0000|2021-10-21T03:26:21.647|294-032502 st2 4 juni 2021 50 m halv_000001.tif|B0B6EBB1-0596-4DCE-BB89-CB2C39FA6231
89|316|1179|185|232|380|52|37|1|11|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|8868.0000|230.0000|152.0000|199.1667|1725.6337|622.4928|186.7206|134.1933|703890.0140|946.6893|2097.8716|1372.2220|1811.0229|972.1129|16053.9153|5749.3106|51.5613|27.0373|457246.0000|25.3984|77.7785|2.7923|98.9370|4.2660|0.0000|0.2154|0.4494|0.0000|26690.5000|9330.0000|742204.0277|-75.0000|-15.0000|2021-10-21T03:26:21.647|294-032502 st2 4 juni 2021 50 m halv_000001.tif|BF2813FE-C93C-4B7E-85E1-BB0BA1707125
90|503|1179|43|49|808|1697|38|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|1025.0000|48.0000|36.0000|42.6389|149.7817|130.8860|42.2948|35.2034|67988.6687|294.2208|404.6892|293.0508|354.8137|306.7740|1393.4495|1175.7943|38.2166|25.2204|39172.0000|1.6186|2.7168|1.1851|135.2047|4.3750|0.6933|0.6720|0.9276|0.0000|1226.5000|1103.0000|73914.0285|-70.0000|-25.0000|2021-10-21T03:26:21.760|294-032502 st2 4 juni 2021 50 m halv_000001.tif|355570A2-59F7-4BFA-9A3A-C5853A1B4D0B
